"Num_Acc";"id_vehicule";"num_veh";"senc";"catv";"obs";"obsm";"choc";"manv";"motor";"occutc"
"202000000053";"154 742 179";"A01";"1";"33";"0";"9";"2";"26";"0";
"202000000054";"154 742 178";"A01";"0";"2";"1";"0";"1";"14";"1";
"202000000055";"154 742 177";"A01";"2";"7";"0";"1";"3";"1";"1";
"202000000056";"154 742 176";"A01";"2";"7";"13";"0";"2";"1";"6";
"202000000057";"154 742 175";"A01";"3";"7";"17";"0";"2";"0";"1";
"202000000058";"154 742 174";"A01";"1";"7";"6";"0";"7";"1";"1";
"202000000059";"154 742 172";"A01";"2";"7";"0";"2";"3";"1";"1";
"202000000059";"154 742 173";"B01";"2";"1";"0";"1";"2";"1";"5";
"202000000060";"154 742 171";"A01";"1";"33";"13";"0";"1";"1";"1";
"202000000061";"154 742 170";"A01";"1";"7";"15";"0";"9";"1";"1";
"202000000062";"154 742 168";"B01";"1";"33";"0";"2";"1";"1";"1";
"202000000062";"154 742 169";"A01";"1";"7";"0";"2";"2";"15";"1";
"202000000063";"154 742 165";"C01";"0";"10";"0";"2";"5";"4";"1";
"202000000063";"154 742 166";"A01";"3";"7";"0";"2";"1";"2";"1";
"202000000063";"154 742 167";"B01";"3";"7";"0";"0";"4";"23";"1";
"202000000064";"154 742 163";"A01";"3";"7";"0";"2";"4";"26";"1";
"202000000064";"154 742 164";"B01";"3";"7";"0";"0";"1";"1";"1";
"202000000065";"154 742 162";"A01";"0";"33";"13";"0";"0";"0";"1";
"202000000066";"154 742 161";"A01";"3";"30";"12";"0";"1";"0";"1";
"202000000067";"154 742 159";"A01";"2";"7";"0";"9";"3";"1";"0";
"202000000067";"154 742 160";"B01";"1";"1";"0";"2";"7";"1";"5";
"202000000068";"154 742 158";"A01";"2";"7";"7";"0";"7";"14";"1";
"202000000069";"154 742 156";"A01";"0";"7";"12";"2";"3";"1";"1";
"202000000069";"154 742 157";"B01";"0";"7";"12";"2";"2";"1";"1";
"202000000070";"154 742 155";"A01";"0";"2";"13";"0";"1";"1";"1";
"202000000071";"154 742 154";"A01";"2";"7";"1";"0";"1";"1";"1";
"202000000072";"154 742 153";"A01";"1";"7";"0";"0";"9";"1";"1";
"202000000073";"154 742 149";"A01";"1";"7";"0";"2";"8";"1";"1";
"202000000073";"154 742 150";"B01";"1";"7";"0";"2";"1";"1";"1";
"202000000073";"154 742 151";"C01";"2";"33";"0";"2";"8";"13";"1";
"202000000073";"154 742 152";"D01";"2";"33";"0";"0";"0";"1";"1";
"202000000074";"154 742 147";"A01";"1";"7";"0";"2";"2";"1";"1";
"202000000074";"154 742 148";"B01";"2";"7";"0";"2";"3";"15";"1";
"202000000075";"154 742 145";"A01";"1";"15";"0";"2";"5";"17";"1";
"202000000075";"154 742 146";"B01";"1";"1";"12";"2";"8";"2";"5";
"202000000076";"154 742 143";"A01";"3";"10";"0";"0";"0";"19";"1";
"202000000076";"154 742 144";"B01";"3";"1";"0";"0";"0";"1";"5";
"202000000077";"154 742 142";"A01";"1";"7";"6";"0";"3";"16";"1";
"202000000078";"154 742 141";"A01";"1";"7";"3";"0";"0";"13";"1";
"202000000079";"154 742 140";"A01";"2";"7";"0";"0";"0";"0";"1";
"202000000080";"154 742 138";"B01";"1";"10";"0";"0";"4";"2";"6";
"202000000080";"154 742 139";"A01";"1";"7";"3";"2";"1";"2";"6";
"202000000081";"154 742 136";"A01";"2";"7";"0";"2";"2";"17";"1";
"202000000081";"154 742 137";"B01";"1";"10";"0";"2";"3";"1";"1";
"202000000082";"154 742 135";"A01";"1";"2";"12";"0";"1";"15";"1";
"202000000083";"154 742 134";"A01";"1";"7";"2";"0";"3";"13";"1";
"202000000084";"154 742 132";"A01";"2";"7";"0";"2";"5";"17";"0";
"202000000084";"154 742 133";"B01";"2";"2";"0";"2";"3";"1";"1";
"202000000085";"154 742 128";"B01";"1";"7";"0";"2";"3";"1";"1";
"202000000085";"154 742 129";"A01";"2";"7";"11";"2";"3";"1";"1";
"202000000086";"154 742 127";"A01";"1";"33";"12";"0";"1";"1";"1";
"202000000087";"154 742 126";"A01";"1";"7";"0";"1";"2";"14";"0";
"202000000088";"154 742 125";"A01";"1";"7";"6";"0";"2";"1";"1";
"202000000089";"154 742 123";"B01";"0";"7";"0";"2";"3";"1";"1";
"202000000089";"154 742 124";"A01";"0";"7";"0";"2";"3";"13";"1";
"202000000090";"154 742 122";"A01";"1";"7";"13";"0";"3";"1";"1";
"202000000091";"154 742 120";"A01";"2";"7";"0";"0";"0";"1";"1";
"202000000092";"154 742 118";"B01";"2";"7";"0";"2";"4";"1";"1";
"202000000092";"154 742 119";"A01";"2";"7";"0";"2";"1";"1";"1";
"202000000093";"154 742 116";"B01";"1";"33";"0";"2";"1";"3";"1";
"202000000093";"154 742 117";"A01";"1";"7";"0";"2";"4";"12";"1";
"202000000094";"154 742 115";"A01";"1";"7";"12";"0";"1";"2";"1";
"202000000095";"154 742 113";"A01";"2";"34";"0";"2";"8";"18";"1";
"202000000095";"154 742 114";"B01";"2";"7";"0";"2";"2";"1";"1";
"202000000096";"154 742 110";"B01";"1";"7";"0";"2";"6";"1";"1";
"202000000096";"154 742 111";"A01";"1";"7";"0";"2";"9";"0";"1";
"202000000096";"154 742 112";"C01";"1";"7";"0";"2";"2";"1";"0";
"202000000097";"154 742 109";"A01";"2";"7";"3";"0";"1";"13";"1";
"202000000098";"154 742 107";"B01";"1";"33";"0";"2";"8";"3";"1";
"202000000098";"154 742 108";"A01";"1";"10";"0";"2";"5";"12";"1";
"202000000099";"154 742 105";"A01";"2";"33";"0";"2";"1";"3";"1";
"202000000099";"154 742 106";"B01";"2";"7";"0";"2";"5";"1";"1";
"202000000100";"154 742 103";"B01";"2";"7";"0";"2";"7";"1";"1";
"202000000100";"154 742 104";"A01";"2";"7";"0";"2";"3";"9";"1";
"202000000101";"154 742 101";"B01";"2";"7";"0";"2";"5";"15";"1";
"202000000101";"154 742 102";"A01";"1";"34";"0";"2";"2";"1";"0";
"202000000102";"154 742 100";"A01";"3";"7";"8";"0";"2";"14";"1";
"202000000103";"154 742 098";"B01";"3";"7";"0";"2";"1";"15";"1";
"202000000103";"154 742 099";"A01";"1";"10";"0";"2";"5";"1";"1";
"202000000104";"154 742 096";"A01";"1";"7";"2";"0";"1";"5";"1";
"202000000104";"154 742 097";"B01";"2";"7";"0";"2";"0";"5";"1";
"202000000105";"154 742 095";"A01";"3";"7";"0";"1";"1";"1";"1";
"202000000106";"154 742 093";"A01";"3";"7";"0";"2";"1";"1";"1";
"202000000106";"154 742 094";"B01";"3";"7";"0";"2";"1";"1";"1";
"202000000107";"154 742 091";"B01";"2";"7";"0";"2";"3";"15";"1";
"202000000107";"154 742 092";"A01";"2";"33";"0";"2";"2";"13";"1";
"202000000108";"154 742 090";"A01";"1";"7";"6";"0";"1";"13";"1";
"202000000109";"154 742 088";"B01";"3";"1";"0";"2";"1";"1";"5";
"202000000109";"154 742 089";"A01";"2";"7";"0";"2";"2";"1";"1";
"202000000110";"154 742 086";"A01";"1";"7";"0";"2";"1";"1";"1";
"202000000110";"154 742 087";"B01";"2";"7";"0";"2";"3";"1";"1";
"202000000111";"154 742 084";"B01";"1";"33";"0";"2";"1";"1";"1";
"202000000111";"154 742 085";"A01";"1";"7";"0";"2";"5";"19";"1";
"202000000112";"154 742 081";"C01";"1";"7";"0";"2";"6";"24";"1";
"202000000112";"154 742 082";"B01";"2";"7";"1";"2";"2";"1";"2";
"202000000112";"154 742 083";"A01";"1";"7";"0";"2";"7";"15";"1";
"202000000113";"154 742 080";"A01";"1";"14";"0";"0";"7";"1";"1";
"202000000114";"154 742 078";"A01";"2";"7";"0";"2";"1";"15";"1";
"202000000114";"154 742 079";"B01";"2";"33";"0";"2";"2";"17";"1";
"202000000115";"154 742 076";"A01";"1";"7";"0";"2";"2";"15";"6";
"202000000115";"154 742 077";"B01";"1";"33";"0";"2";"1";"1";"0";
"202000000116";"154 742 075";"A01";"1";"2";"0";"0";"7";"16";"1";
"202000000117";"154 742 074";"A01";"3";"7";"0";"1";"1";"26";"1";
"202000000118";"154 742 072";"A01";"0";"7";"0";"2";"1";"9";"1";
"202000000118";"154 742 073";"B01";"0";"10";"0";"2";"7";"1";"1";
"202000000119";"154 742 070";"A01";"3";"7";"0";"2";"1";"9";"1";
"202000000119";"154 742 071";"B01";"3";"33";"0";"2";"0";"0";"1";
"202000000120";"154 742 068";"A01";"1";"7";"0";"2";"8";"13";"0";
"202000000120";"154 742 069";"B01";"1";"33";"0";"2";"7";"2";"6";
"202000000121";"154 742 066";"A01";"3";"10";"0";"2";"3";"9";"1";
"202000000121";"154 742 067";"B01";"3";"32";"0";"2";"7";"1";"1";
"202000000122";"154 742 064";"A01";"2";"7";"0";"2";"1";"1";"1";
"202000000122";"154 742 065";"Y01";"3";"1";"0";"2";"1";"19";"5";
"202000000123";"154 742 062";"A01";"2";"10";"0";"2";"2";"9";"1";
"202000000123";"154 742 063";"B01";"1";"7";"0";"2";"1";"1";"1";
"202000000124";"154 742 060";"A01";"1";"7";"0";"2";"3";"19";"1";
"202000000124";"154 742 061";"B01";"1";"2";"0";"2";"1";"1";"1";
"202000000125";"154 742 058";"A01";"3";"7";"0";"2";"1";"13";"1";
"202000000125";"154 742 059";"B01";"3";"7";"0";"2";"1";"1";"1";
"202000000126";"154 742 056";"B01";"3";"1";"0";"2";"7";"1";"5";
"202000000126";"154 742 057";"A01";"1";"7";"0";"9";"1";"1";"1";
"202000000127";"154 742 055";"A01";"1";"7";"0";"1";"1";"1";"1";
"202000000128";"154 742 053";"B01";"0";"7";"0";"2";"3";"1";"1";
"202000000128";"154 742 054";"A01";"0";"7";"0";"2";"2";"15";"1";
"202000000129";"154 742 052";"A01";"0";"7";"0";"1";"4";"4";"1";
"202000000130";"154 742 051";"A01";"1";"38";"0";"1";"2";"15";"1";"1"
"202000000131";"154 742 049";"A01";"3";"7";"0";"2";"2";"26";"1";
"202000000131";"154 742 050";"B01";"3";"7";"0";"2";"1";"26";"1";
"202000000132";"154 742 048";"A01";"3";"7";"0";"1";"1";"1";"1";
"202000000133";"154 742 046";"B01";"2";"7";"0";"2";"4";"2";"1";
"202000000133";"154 742 047";"A01";"1";"7";"0";"2";"1";"1";"0";
"202000000134";"154 742 044";"B01";"3";"40";"0";"2";"7";"1";"3";
"202000000134";"154 742 045";"A01";"1";"10";"0";" -1";"1";"1";"1";
"202000000135";"154 742 042";"B01";"3";"7";"0";"9";"3";"15";"1";
"202000000135";"154 742 043";"A01";"3";"30";"0";"2";"2";"17";"3";
"202000000136";"154 742 040";"B01";"1";"7";"0";"2";"6";"2";"1";
"202000000136";"154 742 041";"A01";"1";"7";"0";"2";"2";"2";"1";
"202000000137";"154 742 039";"A01";"1";"30";"0";"1";"1";"17";"1";
"202000000138";"154 742 038";"A01";"1";"10";"0";"1";"2";"1";"1";
"202000000139";"154 742 036";"A01";"1";"10";"0";"2";"1";"26";"1";
"202000000139";"154 742 037";"B01";"0";"30";"0";"2";"1";"1";"3";
"202000000140";"154 742 032";"B01";"1";"7";"0";"2";"4";"2";"1";
"202000000140";"154 742 033";"A01";"1";"7";"0";"2";"1";"2";"1";
"202000000140";"154 742 034";"C01";"1";"7";"0";"2";"4";"2";"1";
"202000000140";"154 742 035";"D01";"1";"7";"0";"2";"4";"2";"1";
"202000000141";"154 742 029";"A01";"1";"7";"0";"2";"1";"2";"1";
"202000000141";"154 742 030";"B01";"1";"7";"0";"2";"4";"23";"1";
"202000000142";"154 742 028";"A01";"2";"3";"1";"1";"7";"1";"6";
"202000000143";"154 742 026";"B01";"3";"7";"0";"0";"0";"0";"1";
"202000000143";"154 742 027";"A01";"3";"7";"1";"0";"1";"26";"1";
"202000000144";"154 742 024";"A01";"2";"33";"0";"2";"8";"1";"1";
"202000000144";"154 742 025";"B01";"1";"7";"0";"2";"8";"15";"1";
"202000000145";"154 742 022";"A01";"1";"7";"0";"2";"2";"2";"1";
"202000000145";"154 742 023";"B01";"1";"7";"0";"2";"6";"1";"1";
"202000000146";"154 742 021";"A01";"1";"7";"15";"0";"1";"1";"1";
"202000000147";"154 742 018";"A01";"1";"7";"0";"1";"1";"1";"1";
"202000000148";"154 742 017";"A01";"1";"7";"12";"0";"1";"1";"1";
"202000000149";"154 742 015";"B01";"2";"7";"14";"0";"4";"0";"1";
"202000000149";"154 742 016";"A01";"2";"7";"0";"2";"1";"2";"1";
"202000000150";"154 742 013";"A01";"1";"7";"0";"2";"1";"1";"1";
"202000000150";"154 742 014";"B01";"2";"7";"0";"2";"1";"15";"1";
"202000000151";"154 742 009";"D01";"2";"10";"0";"2";"1";"1";"1";
"202000000151";"154 742 010";"C01";"2";"7";"0";"2";"5";"16";"1";
"202000000151";"154 742 011";"B01";"1";"13";"0";"2";"1";"1";"1";
"202000000151";"154 742 012";"A01";"2";"7";"0";"2";"3";"1";"1";
"202000000152";"154 742 008";"A01";"2";"1";"0";"0";"4";"0";"0";
"202000000153";"154 742 007";"A01";"2";"7";"15";"0";"1";"0";"0";
"202000000154";"154 742 006";"A01";"3";"14";"16";"0";"8";"16";"1";
"202000000155";"154 742 004";"B01";"2";"32";"0";"2";"1";"13";"1";
"202000000155";"154 742 005";"A01";"1";"7";"0";"2";"3";"1";"1";
"202000000156";"154 742 003";"A01";"0";"7";"2";"0";"1";"1";"1";
"202000000157";"154 742 000";"C01";"1";"7";"0";"2";"3";"1";"1";
"202000000157";"154 742 001";"B01";"2";"33";"0";"2";"1";"1";"1";
"202000000157";"154 742 002";"A01";"1";"7";"0";"2";"5";"15";"1";
"202000000158";"154 741 997";"C01";"2";"7";"0";"2";"1";"1";"1";
"202000000158";"154 741 998";"A01";"1";"7";"0";"2";"1";"13";"1";
"202000000158";"154 741 999";"B01";"2";"7";"0";"2";"6";"1";"1";
"202000000159";"154 741 995";"A01";"2";"7";"0";"2";"3";"17";"1";
"202000000159";"154 741 996";"B01";"1";"33";"0";"2";"1";"17";"1";
"202000000160";"154 741 993";"B01";"3";"33";"0";"2";"2";"1";"1";
"202000000160";"154 741 994";"A01";"3";"7";"0";"2";"3";"26";"1";
"202000000161";"154 741 991";"A01";"2";"33";"0";"2";"1";"2";"1";
"202000000161";"154 741 992";"B01";"2";"7";"0";"2";"6";"2";"1";
"202000000162";"154 741 990";"A01";"2";"30";"0";"0";"0";"2";"6";
"202000000163";"154 741 989";"A01";"1";"17";"0";"1";"3";"15";"1";
"202000000164";"154 741 987";"A01";"1";"7";"0";"2";"3";"9";"1";
"202000000164";"154 741 988";"B01";"2";"1";"0";"2";"7";"26";"5";
"202000000165";"154 741 986";"A01";"1";"7";"0";"1";"8";"17";"1";
"202000000166";"154 741 985";"A01";"1";"7";"0";"1";"1";"1";"2";
"202000000167";"154 741 983";"A01";"2";"7";"0";"2";"8";"15";"0";
"202000000167";"154 741 984";"B01";"2";"7";"7";"2";"1";"17";"0";
"202000000168";"154 741 982";"A01";"1";"7";"2";"0";"5";"14";"1";
"202000000169";"154 741 978";"D01";"2";"7";"0";"2";"4";"1";"1";
"202000000169";"154 741 979";"C01";"2";"7";"0";"2";"4";"2";"1";
"202000000169";"154 741 980";"B01";"2";"7";"0";"2";"4";"2";"1";
"202000000169";"154 741 981";"A01";"2";"7";"0";"2";"1";"2";"1";
"202000000170";"154 741 977";"A01";"2";"7";"4";"0";"1";"13";"1";
"202000000171";"154 741 974";"A01";"2";"17";"0";"2";"2";"14";"1";
"202000000171";"154 741 975";"C01";"2";"17";"0";"2";"4";"1";"1";
"202000000171";"154 741 976";"B01";"2";"10";"0";"2";"0";"1";"1";
"202000000172";"154 741 973";"A01";"1";"33";"0";"0";"8";"2";"1";
"202000000173";"154 741 971";"A01";"1";"7";"0";"2";"4";"0";"1";
"202000000173";"154 741 972";"B01";" -1";"13";" -1";"2";" -1";" -1";"0";
"202000000174";"154 741 968";"C01";"1";"15";"0";"2";"1";"1";"1";
"202000000174";"154 741 969";"A01";"1";"7";"0";"2";"1";"1";"1";
"202000000174";"154 741 970";"B01";"1";"7";"0";"2";"6";"11";"1";
"202000000175";"154 741 965";"A01";"2";"20";"0";"2";"1";"1";"1";
"202000000175";"154 741 966";"B01";"2";"7";"0";"2";"4";"2";"1";
"202000000175";"154 741 967";"C01";"2";"10";"0";"2";"4";"2";"1";
"202000000176";"154 741 963";"A01";"2";"7";"0";"2";"4";"11";"1";
"202000000176";"154 741 964";"B01";"2";"33";"0";"2";"1";"3";"1";
"202000000177";"154 741 962";"A01";"1";"7";"0";"2";"1";"9";"1";
"202000000178";"154 741 960";"A01";"2";"7";"0";"2";"6";"11";"1";
"202000000178";"154 741 961";"B01";"2";"33";"0";"2";"1";"3";"1";
"202000000179";"154 741 958";"A01";"2";"31";"0";"2";"0";"3";"1";
"202000000179";"154 741 959";"B01";"2";"7";"0";"2";"0";"12";"1";
"202000000180";"154 741 955";"B01";"2";"7";"0";"2";"4";"23";"1";
"202000000180";"154 741 956";"A01";"2";"7";"0";"2";"1";"1";"1";
"202000000180";"154 741 957";"C01";"2";"1";"0";"2";"8";"19";"5";
"202000000181";"154 741 953";"A01";"1";"7";"0";"2";"1";"12";"1";
"202000000181";"154 741 954";"B01";"1";"7";"0";"2";"0";"0";"1";
"202000000182";"154 741 952";"A01";"3";"7";"0";"1";"1";"21";"0";
"202000000183";"154 741 950";"A01";"3";"7";"0";"2";"1";"19";"0";
"202000000183";"154 741 951";"B01";"3";"7";"0";"2";"7";"19";"0";
"202000000184";"154 741 948";"B01";"1";"7";"0";"2";"3";"11";"1";
"202000000184";"154 741 949";"A01";"1";"2";"0";"2";"2";"1";"1";
"202000000185";"154 741 946";"A01";"3";"7";"13";"0";"3";"0";"1";
"202000000186";"154 741 944";"B01";"3";"7";"0";"2";"1";"19";"0";
"202000000186";"154 741 945";"A01";"3";"50";"0";"2";"2";"15";"3";
"202000000187";"154 741 942";"A01";"3";"99";"0";"2";"7";"9";"5";
"202000000187";"154 741 943";"B01";"3";"7";"9";"9";"1";"18";"1";
"202000000188";"154 741 940";"B01";"1";"7";"0";"2";"2";"16";"1";
"202000000188";"154 741 941";"A01";"1";"30";"0";"2";"3";"16";"1";
"202000000189";"154 741 935";"E01";"1";"1";"0";"2";"1";"2";"5";
"202000000189";"154 741 936";"B01";"1";"1";"0";"2";"1";"1";"5";
"202000000189";"154 741 937";"C01";"1";"1";"0";"2";"1";"2";"5";
"202000000189";"154 741 938";"D01";"1";"1";"0";"2";"1";"1";"5";
"202000000189";"154 741 939";"A01";"1";"1";"0";"2";"1";"1";"5";
"202000000190";"154 741 933";"B01";"1";"7";"0";"2";"8";"1";"1";
"202000000190";"154 741 934";"A01";"1";"7";"0";"2";"7";"14";"0";
"202000000191";"154 741 929";"B01";"3";"7";"0";"2";"4";"2";"1";
"202000000191";"154 741 930";"A01";"3";"7";"0";"2";"1";"2";"1";
"202000000192";"154 741 927";"B01";"1";"7";"0";"2";"6";"23";"1";
"202000000192";"154 741 928";"A01";"1";"7";"0";"2";"2";"21";"1";
"202000000193";"154 741 925";"A01";"1";"7";"0";"2";"1";"1";"1";
"202000000193";"154 741 926";"B01";"1";"7";"0";"2";"7";"1";"1";
"202000000194";"154 741 923";"B01";"1";"33";"0";"2";"1";"17";"1";
"202000000194";"154 741 924";"A01";"2";"7";"0";"2";"6";"1";"1";
"202000000195";"154 741 921";"A01";"0";"7";"0";"2";"1";"1";"3";
"202000000195";"154 741 922";"B01";"0";"7";"0";"2";"4";"0";"1";
"202000000196";"154 741 919";"B01";"1";"7";"0";"2";"4";"1";"1";
"202000000196";"154 741 920";"A01";"1";"32";"0";"2";"1";"26";"1";
"202000000197";"154 741 917";"Z01";"2";"7";"0";"2";"1";"17";"1";
"202000000197";"154 741 918";"A01";"1";"1";"0";"2";"0";"1";"5";
"202000000198";"154 741 916";"A01";"3";"7";"8";"0";"0";"1";"1";
"202000000199";"154 741 914";"Z01";"1";"7";"0";"9";"8";"0";"0";
"202000000199";"154 741 915";"B01";"1";"60";"0";"2";"1";"15";"5";
"202000000200";"154 741 913";"A01";"3";"10";"0";"1";"4";"4";"1";
"202000000201";"154 741 911";"A01";"1";"2";"0";"2";"7";"17";"1";
"202000000201";"154 741 912";"B01";"1";"7";"0";"2";"8";"15";"1";
"202000000202";"154 741 910";"A01";"2";"7";"0";"1";"0";"1";"0";
"202000000203";"154 741 908";"B01";"2";"33";"0";"2";"7";"1";"1";
"202000000203";"154 741 909";"A01";"2";"7";"0";"2";"1";"1";"1";
"202000000204";"154 741 907";"A01";"2";"32";"0";"0";"7";"1";"1";
"202000000205";"154 741 904";"B01";"2";"32";"0";"2";"8";"3";"1";
"202000000205";"154 741 905";"A01";"2";"7";"0";"2";"7";"12";"1";
"202000000205";"154 741 906";"C01";"2";"7";"0";"2";"6";"1";"1";
